8358	8
8359	13
8360	13
8361	11
8362	9
8363	7
8364	7
8365	8
8366	7
8367	11
8368	6
8369	7
8370	9
8371	8
8372	8
8373	8
8453	12
8467	4
8470	13
8480	12
8482	11
8486	9
8494	8
8539	11
8540	11
8541	11
8542	11
8706	7
8710	8
8719	9
8721	8
8722	9
8725	4
8729	4
8730	9
8734	11
8747	7
8776	9
8800	9
8801	9
8804	9
8805	9
9472	8
9474	8
9484	8
9488	8
9492	8
9496	8
9633	7
9642	4
9643	4
9674	9
9679	7
9702	4
9834	6
64257	7
64258	7
65509	7
65510	11
